Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Ambridge,COMPASS RETIREMENT CONSULTING GROUP,T. Rowe Price,"AMBRIDGE US SERVICES COMPANY, INC",High,word_boundary,"Recordkeeper: T. Rowe Price | Matched employer: AMBRIDGE US SERVICES COMPANY, INC | Confidence: High (96%) | Match method: word_boundary | Plan: AMBRIDGE US SERVICES COMPANY, INC 401(K) PLAN | Participants: 189 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"FIRST WATCH RESTAURANTS, INC",ASCENSUS,Principal,"FIRST WATCH RESTAURANTS, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: FIRST WATCH RESTAURANTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: FIRST WATCH 401(K) SAVINGS PLAN | Participants: 15,779 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"MASCARO SERVICES, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Fidelity Investments,"MASCARO SERVICES, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: MASCARO SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MASCARO SERVICES, INC. 401(K)/PROFIT SHARING PLAN | Participants: 219 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
McDonald?s,401K PLANS,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
First Coast High School,401K PLANS,No match found,,none,,No match found for input: First Coast High School,False,our_no_match
"MARRIOTT INTERNATIONAL, INC.",FIDELITY,Alight Solutions,"MARRIOTT INTERNATIONAL, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: MARRIOTT INTERNATIONAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MARRIOTT RETIREMENT SAVINGS PLAN | Participants: 137,769 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Healthcare resort of plano,FIDELITY,No match found,,none,,No match found for input: Healthcare resort of plano,False,our_no_match
Pizza hut,ADP,John Hancock,"MICHIGAN PIZZA HUT, INC.",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: MICHIGAN PIZZA HUT, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: MICHIGAN PIZZA HUT, INC. 401(K) PLAN | Participants: 487 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
THE JAMES SKINNER CO.,UNITED OF OMAHA,Ascensus,THE JAMES SKINNER CO.,High,exact_normalized,Recordkeeper: Ascensus | Matched employer: THE JAMES SKINNER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE JAMES SKINNER CO 401(K) RETIREMENT PLAN | Participants: 427 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Express Employment,401K PLANS,"BOKF, NA","EXPRESS SERVICES, INC.",High,plan_word_boundary,"Recordkeeper: BOKF, NA | Matched employer: EXPRESS SERVICES, INC. | Confidence: High (94%) | Match method: plan_word_boundary | Plan: EXPRESS EMPLOYMENT PROFESSIONALS 401(K) RETIREMENT SAVINGS PLAN | Participants: 464,345 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
Department of mother vehicle's,401K ADMINISTRATORS,No match found,,none,,No match found for input: Department of mother vehicle's,False,our_no_match
Atlas security,401KDIRECTPRO,No match found,,none,,No match found for input: Atlas security,False,our_no_match
OLYMPUS CORPORATION OF THE AMERICAS,401K PLANS,Empower Retirement,OLYMPUS CORPORATION OF THE AMERICAS,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: OLYMPUS CORPORATION OF THE AMERICAS | Confidence: High (100%) | Match method: exact_normalized | Plan: OLYMPUS CORPORATION OF THE AMERICAS 401K SAVINGS PLAN | Participants: 6,532 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Missile dolar,401K ADMINISTRATORS,No match found,,none,,No match found for input: Missile dolar,False,our_no_match
Asset assurance security,401K PLANS,No match found,,none,,No match found for input: Asset assurance security,False,our_no_match
Security guard,401KDIRECTPRO,Voya,BROOKLYN NAVY YARD DEVELOPMENT CORP.,High,plan_spacing_insensitive,Recordkeeper: Voya | Matched employer: BROOKLYN NAVY YARD DEVELOPMENT CORP. | Confidence: High (91%) | Match method: plan_spacing_insensitive | Plan: BROOKLYN NAVY YARD SECURITY GUARDS PENSION PLAN | Participants: 142 | Plan year: 2024 | Reason: The normalized input matched the DOL plan name after removing spaces.,False,mismatch
"PRECISION TOOL, DIE AND MACHINE",ADP,LPL FINANCIAL,"PRECISION TOOL, DIE AND MACHINE",High,exact_normalized,"Recordkeeper: LPL FINANCIAL | Matched employer: PRECISION TOOL, DIE AND MACHINE | Confidence: High (100%) | Match method: exact_normalized | Plan: PRECISION TOOL, DIE AND MACHINE CO., RETIREMENT SAVINGS PLAN | Participants: 232 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Chicagoland Equipment Supply LLC,PRINCIPAL TRUST COMPANY,EQUITABLE,"CHICAGOLAND EQUIPMENT & SUPPLY ,LLC",High,exact_normalized,"Recordkeeper: EQUITABLE | Matched employer: CHICAGOLAND EQUIPMENT & SUPPLY ,LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CHICAGOLAND EQUIPMENT & SUPPLY, LLC 401(K) PLAN | Participants: 176 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Lowes home improvement,PRINCIPAL TRUST COMPANY,No match found,,none,,No match found for input: Lowes home improvement,False,our_no_match
Giles manor,ADP,No match found,,none,,No match found for input: Giles manor,False,our_no_match
BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,TRANSAMERICA,Empower Retirement,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: BURLINGTON COAT FACTORY WAREHOUSE CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: BURLINGTON STORES SAVINGS PLAN | Participants: 60,651 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Ej foundry Ardmore ok,EJREYNOLDS,No match found,,none,,No match found for input: Ej foundry Ardmore ok,False,our_no_match
Hoodz,401K PLANS,No match found,,none,,No match found for input: Hoodz,False,our_no_match
Digg commercial LLC,401K PLANS,No match found,,none,,No match found for input: Digg commercial LLC,False,our_no_match
Turner contracting,401K PLANS,AMERITAS LIFE INS CORP,"TURNER CONTRACTING, INC.",High,exact_normalized,"Recordkeeper: AMERITAS LIFE INS CORP | Matched employer: TURNER CONTRACTING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TURNER CONTRACTING INC. 401(K) PLAN | Participants: 187 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Webber construction,401K PLANS,No match found,,none,,No match found for input: Webber construction,False,our_no_match
Gaint,FIDELITY,No match found,,none,,No match found for input: Gaint,False,our_no_match
TE CONNECTIVITY CORPORATION,TRANSAMERICA,Empower Retirement,TE CONNECTIVITY CORPORATION,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: TE CONNECTIVITY CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: TE CONNECTIVITY RETIREMENT SAVINGS AND INVESTMENT PLAN | Participants: 16,137 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Bluejack National Inc,401K PLANS,No match found,,none,,No match found for input: Bluejack National Inc,False,our_no_match
Education Service Center Region VI,401K PLANS,No match found,,none,,No match found for input: Education Service Center Region VI,False,our_no_match
Texas Department of Criminal Justice,401K PLANS,No match found,,none,,No match found for input: Texas Department of Criminal Justice,False,our_no_match
Inspired Living Kenner,401K PLANS,No match found,,none,,No match found for input: Inspired Living Kenner,False,our_no_match
Goodyear commercial tires,FIDELITY,No match found,,none,,No match found for input: Goodyear commercial tires,False,our_no_match
PUBLIC PARTNERSHIPS LLC,VOYA RETIREMENT INSURANCE AND ANNUITY,Fidelity Investments,PUBLIC PARTNERSHIPS LLC,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: PUBLIC PARTNERSHIPS LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: PUBLIC PARTNERSHIPS LLC 401(K) PLAN | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"PROHEALTH CARE, INC.",ENPOWER ANNUITY INSURANCE,Transamerica,"PROHEALTH CARE, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: PROHEALTH CARE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: PROHEALTH RETIREMENT SAVINGS PLAN | Participants: 6,653 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
New hope and destiny home 11,401K PLANS,No match found,,none,,No match found for input: New hope and destiny home 11,False,our_no_match
Springer retirement home,401K PLANS,No match found,,none,,No match found for input: Springer retirement home,False,our_no_match
FG CONSTRUCTION LLC,401K PLANS,No match found,,none,,No match found for input: FG CONSTRUCTION LLC,False,our_no_match
Custom mechanical,CAPTIAL GROUP,Newport Group,"CUSTOM MECHANICAL SYSTEMS, CORP",High,word_boundary,"Recordkeeper: Newport Group | Matched employer: CUSTOM MECHANICAL SYSTEMS, CORP | Confidence: High (96%) | Match method: word_boundary | Plan: CMS CORPORATION 401(K) PLAN | Participants: 125 | Plan year: 2022 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Spectrum,401K PLANS,"LEVERAGE RETIREMENT, INC.",SPECTRUM INTERNATIONAL CORP,High,exact_normalized,"Recordkeeper: LEVERAGE RETIREMENT, INC. | Matched employer: SPECTRUM INTERNATIONAL CORP | Confidence: High (100%) | Match method: exact_normalized | Plan: SPECIALIZED PRODUCTS COMPANY 401K PROFIT SHARING PLAN | Participants: 46 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
hanson aggergates,FIDELITY,No match found,,none,,No match found for input: hanson aggergates,False,our_no_match
Kfc,PRINCIPAL TRUST COMPANY,John Hancock,"CENTRAL IOWA KFC, INC.",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: CENTRAL IOWA KFC, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: CENTRAL IOWA KFC, INC. 401(K) PLAN | Participants: 281 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Save a lot,401K PLANS,Voya,"MORAN FOODS, LLC",High,plan_word_boundary,"Recordkeeper: Voya | Matched employer: MORAN FOODS, LLC | Confidence: High (94%) | Match method: plan_word_boundary | Plan: SAVE A LOT 401(K) PLAN | Participants: 2,972 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
Frederick county public schools,WATERFORD ADVISORS,No match found,,none,,No match found for input: Frederick county public schools,False,our_no_match
Maid rite,401K PLANS,ADP,MAID-RITE SPECIALTY FOODS INC.,High,word_boundary,Recordkeeper: ADP | Matched employer: MAID-RITE SPECIALTY FOODS INC. | Confidence: High (96%) | Match method: word_boundary | Plan: MAID-RITE SPECIALTY FOODS INC. 401(K) PROFIT SHARING PLAN | Participants: 194 | Plan year: 2022 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.,False,mismatch
Slf senior center,401K PLANS,No match found,,none,,No match found for input: Slf senior center,False,our_no_match
US Logistics inc.,1ST COURCE BANK,Empower Retirement,"THE LOGISTICS COMPANY, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: THE LOGISTICS COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE LOGISTICS COMPANY, INC. EMPLOYEE 401(K) SAVINGS PLAN | Participants: 983 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AGTAC SERVICES, LLC",PENSION ADMINISTRATORS,Nationwide,"AGTAC SERVICES, LLC",High,exact_normalized,"Recordkeeper: Nationwide | Matched employer: AGTAC SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AGTAC SERVICES, LLC 401(K) PLAN | Participants: 592 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
BANK OF AMERICA CORPORATION,FIDELITY,Merrill Lynch,BANK OF AMERICA CORPORATION,High,curated_override,"Recordkeeper: Merrill Lynch | Matched employer: BANK OF AMERICA CORPORATION | Confidence: High (100%) | Match method: curated_override | Plan: THE BANK OF AMERICA 401(K) PLAN | Participants: 263,860 | Plan year: 2023 | Reason: Bank of America 401(k) participant materials direct employees to Merrill Lynch Benefits OnLine, so this curated override replaces a misleading DOL pension-plan provider row.",False,mismatch
Aria,MY BENEFITS,Principal,ARIA COMMUNITY HEALTH CENTER,High,word_boundary,Recordkeeper: Principal | Matched employer: ARIA COMMUNITY HEALTH CENTER | Confidence: High (96%) | Match method: word_boundary | Plan: ARIA COMMUNITY HEALTH CENTER 403(B) PLAN | Participants: 495 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.,False,mismatch
Aria,PRUDENTIAL,Principal,ARIA COMMUNITY HEALTH CENTER,High,word_boundary,Recordkeeper: Principal | Matched employer: ARIA COMMUNITY HEALTH CENTER | Confidence: High (96%) | Match method: word_boundary | Plan: ARIA COMMUNITY HEALTH CENTER 403(B) PLAN | Participants: 495 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.,False,mismatch
"JAY PETROLEUM, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,AMERICAN UNITED LIFE INSURANCE CO,JAY PETROLEUM INC.,High,exact_normalized,Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: JAY PETROLEUM INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: JAY PETROLEUM INC. 401K PLAN | Participants: 329 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Thx,FIDELITY,No match found,,none,,No match found for input: Thx,False,our_no_match
Tru green,401K ADMINISTRATORS,Principal,TRUGREEN LIMITED PARTNERSHIP,High,spacing_insensitive,"Recordkeeper: Principal | Matched employer: TRUGREEN LIMITED PARTNERSHIP | Confidence: High (93%) | Match method: spacing_insensitive | Plan: TRUGREEN PROFIT SHARING AND RETIREMENT PLAN | Participants: 14,396 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
"DYNAMIC MANUFACTURING, INC.",CAPITAL GROUP RET. PLAN SERVICES,Fidelity Investments,"DYNAMIC MANUFACTURING, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: DYNAMIC MANUFACTURING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DYNAMIC MANUFACTURING, INC. 401(K) SAVINGS PLAN | Participants: 1,355 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Twin services,FIRST STATE BANK AND TRUST,No match found,,none,,No match found for input: Twin services,False,our_no_match
"APEX LOGISTICS, LLC",FIDELITY,CAPITAL RESEARCH & MANAGEMENT CO.,APEX LOGISTICS INTERNATIONAL,High,exact_normalized,Recordkeeper: CAPITAL RESEARCH & MANAGEMENT CO. | Matched employer: APEX LOGISTICS INTERNATIONAL | Confidence: High (100%) | Match method: exact_normalized | Plan: APEX LOGISTICS INTERNATIONAL 401(K) PROFIT SHARING PLAN | Participants: 657 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Conceal,401K PLANS,No match found,,none,,No match found for input: Conceal,False,our_no_match
Grass American,FIDELITY,No match found,,none,,No match found for input: Grass American,False,our_no_match
Ground Breakers LLC,401K PLANS,No match found,,none,,No match found for input: Ground Breakers LLC,False,our_no_match
Arctic slope regional corporation,401K PLANS,Charles Schwab,ARCTIC SLOPE REGIONAL CORPORATION,High,exact_normalized,"Recordkeeper: Charles Schwab | Matched employer: ARCTIC SLOPE REGIONAL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: ARCTIC SLOPE REGIONAL CORPORATION AND SUBSIDIARIES EMPLOYEES RETIREMENT PLAN | Participants: 19,216 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Burger king,1ST COURCE BANK,MAP RETIREMENT USA LLC,"CAVE ENTERPRISES OPERATIONS, LLC DBA BURGER KING",High,word_boundary,"Recordkeeper: MAP RETIREMENT USA LLC | Matched employer: CAVE ENTERPRISES OPERATIONS, LLC DBA BURGER KING | Confidence: High (96%) | Match method: word_boundary | Plan: CAVE 401(K) PLAN | Participants: 1,548 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Walmart Supercenter,401K PLANS,No match found,,none,,No match found for input: Walmart Supercenter,False,our_no_match
Elite Home Health llc,401K PLANS,No match found,,none,,No match found for input: Elite Home Health llc,False,our_no_match
"MARRIOTT INTERNATIONAL, INC.",FIDELITY,Alight Solutions,"MARRIOTT INTERNATIONAL, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: MARRIOTT INTERNATIONAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MARRIOTT RETIREMENT SAVINGS PLAN | Participants: 137,769 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Mcdonalds,Other,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
"WHITE CASTLE SYSTEM, INC.",VANGUARD,AMERICAN FUNDS SERVICE COMPANY,"WHITE CASTLE SYSTEM, INC.",High,exact_normalized,"Recordkeeper: AMERICAN FUNDS SERVICE COMPANY | Matched employer: WHITE CASTLE SYSTEM, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WHITE CASTLE PROFIT SHARING PLAN | Participants: 5,975 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: AMERICAN FUNDS SERVICE COMPANY. Large plan with no Schedule C recordkeeper codes 15/64 in DOL data — verify the Notes to Financial Statements (Schedule H attachment) for the named record keeper.",False,mismatch
Holiday inn Express,401K PLANS,No match found,,none,,No match found for input: Holiday inn Express,False,our_no_match
McDonald's,401K PLANS,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
THE FEDERAL SAVINGS BANK,UNITED 401K PLANS,Ascensus,THE FEDERAL SAVINGS BANK,High,exact_normalized,"Recordkeeper: Ascensus | Matched employer: THE FEDERAL SAVINGS BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: THE FEDERAL SAVINGS BANK RETIREMENT PLAN | Participants: 1,292 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
NOODLES & COMPANY,STANDARD RETIREMENT SERVICES,STANCORP FINANCIAL GROUP,NOODLES & COMPANY,High,exact_normalized,"Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: NOODLES & COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: NOODLES & COMPANY 401(K) PLAN | Participants: 4,284 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Washington inventory,401K PLANS,No match found,,none,,No match found for input: Washington inventory,False,our_no_match
Sonima,FIDELITY,No match found,,none,,No match found for input: Sonima,False,our_no_match
WAYNE FARMS LLC,VANGUARD,Empower Retirement,WAYNE FARMS LLC,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: WAYNE FARMS LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WAYNE-SANDERSON FARMS 401(K) RETIREMENT PLAN | Participants: 27,958 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Riverbend Casino,401K PLANS,No match found,,none,,No match found for input: Riverbend Casino,False,our_no_match
"JACK'S FAMILY RESTAURANTS, LP",PLEXUS FINANCIAL SERVICES,Empower Retirement,"JACKS FAMILY RESTAURANTS, LP",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: JACKS FAMILY RESTAURANTS, LP | Confidence: High (100%) | Match method: exact_normalized | Plan: JACKS FAMILY RESTAURANTS/SFM 401(K) PLAN | Participants: 3,171 | Plan year: 2021 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
First cash,ROGERS WEALTH GROUP,Fidelity Investments,"FIRSTCASH HOLDINGS, INC.",High,spacing_insensitive,"Recordkeeper: Fidelity Investments | Matched employer: FIRSTCASH HOLDINGS, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: FIRSTCASH 401(K) PROFIT SHARING PLAN | Participants: 7,222 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Willie t lobster shack,ADP,No match found,,none,,No match found for input: Willie t lobster shack,False,our_no_match
US Food,401K PLANS,Fidelity Investments,"FOOD LION, LLC",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: FOOD LION, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: FOOD LION 401(K) PLAN | Participants: 88,023 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Home depot,401K ADMINISTRATORS,Alight Solutions,"THE HOME DEPOT, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: THE HOME DEPOT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE HOME DEPOT FUTUREBUILDER | Participants: 446,735 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
HORIZON HOUSE,ASCENSUS,AMERICAN UNITED LIFE INSURANCE CO,"HORIZON HOUSE, INC.",High,exact_normalized,"Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: HORIZON HOUSE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HORIZON HOUSE 403(B) RETIREMENT PLAN | Participants: 1,079 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Doubletree by Hilton Philadelphia International Airport,401K PLANS,No match found,,none,,No match found for input: Doubletree by Hilton Philadelphia International Airport,False,our_no_match
Highland care center,401K PLANS,No match found,,none,,No match found for input: Highland care center,False,our_no_match
Sprint pcs,FINDLEY,No match found,,none,,No match found for input: Sprint pcs,False,our_no_match
Triosim Corporation,401K PLANS,Voya,TRIOSIM CORPORATION,High,exact_normalized,Recordkeeper: Voya | Matched employer: TRIOSIM CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: TRIOSIM CORPORATION 401(K) PLAN | Participants: 494 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: VOYA RETIREMENT INSUR AND ANN CO..,False,mismatch
Triosim Corporation 401(k) plan,401K PLANS,Voya,TRIOSIM CORPORATION,High,plan_word_boundary,Recordkeeper: Voya | Matched employer: TRIOSIM CORPORATION | Confidence: High (94%) | Match method: plan_word_boundary | Plan: TRIOSIM CORPORATION 401(K) PLAN | Participants: 494 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: VOYA RETIREMENT INSUR AND ANN CO..,False,mismatch
Lauberge Baton Rouge Casino,FIDELITY,No match found,,none,,No match found for input: Lauberge Baton Rouge Casino,False,our_no_match
Solo cup,401K PLANS,No match found,,none,,No match found for input: Solo cup,False,our_no_match
Latela pizzaria,401K PLANS,No match found,,none,,No match found for input: Latela pizzaria,False,our_no_match
,1ST COURCE BANK,No match found,,none,,No match found for input: ,False,our_no_match
HD SUPPLY,FIDELITY,Alight Solutions,HD SUPPLY,High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: HD SUPPLY | Confidence: High (100%) | Match method: exact_normalized | Plan: HD SUPPLY 401(K) RETIREMENT PLAN | Participants: 14,731 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
NISSEN CHEMITEC AMERICA,LATITUDE SERVICESE COMPANY,Nationwide,NISSEN CHEMITEC AMERICA,High,exact_normalized,Recordkeeper: Nationwide | Matched employer: NISSEN CHEMITEC AMERICA | Confidence: High (100%) | Match method: exact_normalized | Plan: NISSEN CHEMITEC AMERICA EMPLOYEES' 401(K) PLAN | Participants: 384 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
HEART BODY & MIND HEALTHCARE,401K PLANS,No match found,,none,,No match found for input: HEART BODY & MIND HEALTHCARE,False,our_no_match
ICG Communication,MERRILL EDGE,No match found,,none,,No match found for input: ICG Communication,False,our_no_match
Douglas County Schools,ADP,No match found,,none,,No match found for input: Douglas County Schools,False,our_no_match
"TTI, INC.",AMERICAN TRUST COMPANY,Fidelity Investments,"TTI, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: TTI, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TTI INCORPORATED 401(K) PLAN | Participants: 5,671 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Douglas County government,401K PLANS,No match found,,none,,No match found for input: Douglas County government,False,our_no_match
APPLE INC.,GREAT-WEST LIFE AND ANNUITY INSURANCE,Fidelity Investments,APPLE INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: APPLE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: APPLE 401(K) PLAN | Participants: 144,388 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
