Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
"MCCORMICK & COMPANY, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"MCCORMICK & COMPANY, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: MCCORMICK & COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MCCORMICK 401(K) RETIREMENT PLAN | Participants: 6,684 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
FEDEX CORPORATION,VANGUARD,Vanguard,FEDEX CORPORATION,High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: FEDEX CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: FEDEX CORPORATION RETIREMENT SAVINGS PLAN | Participants: 177,265 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
ICG Communication,MERRILL EDGE,No match found,,none,,No match found for input: ICG Communication,False,our_no_match
Douglas County Schools,ADP,No match found,,none,,No match found for input: Douglas County Schools,False,our_no_match
"TTI, INC.",AMERICAN TRUST COMPANY,Fidelity Investments,"TTI, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: TTI, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TTI INCORPORATED 401(K) PLAN | Participants: 5,671 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Douglas County government,401K PLANS,No match found,,none,,No match found for input: Douglas County government,False,our_no_match
"SODEXO, INC.",VOYA RETIREMENT INSURANCE AND ANNUITY,Voya,"SODEXO, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: SODEXO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SODEXO 401 (K) EMPLOYEES' RETIREMENT SAVINGS PLAN AND TRUST | Participants: 112,218 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HARBORVIEW HEALTH SYSTEMS, INC.",ADP,ADP,"HARBORVIEW HEALTH SYSTEMS, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: HARBORVIEW HEALTH SYSTEMS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HARBORVIEW HEALTH SYSTEMS 401(K) PROFIT SHARING PLAN | Participants: 2,492 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
GOLDEN LIVING CENTERS,PAYCHEX,Paychex,GOLDEN LIVING CENTERS,High,exact_normalized,"Recordkeeper: Paychex | Matched employer: GOLDEN LIVING CENTERS | Confidence: High (100%) | Match method: exact_normalized | Plan: GOLDEN LIVING CENTERS 401(K) PROFIT SHARING PLAN AND TRUST | Participants: 4,661 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
AUGUSTA HEALTH CARE,EMPOWER RETIREMENT,Prudential,AUGUSTA HEALTH CARE,High,exact_normalized,"Recordkeeper: Prudential | Matched employer: AUGUSTA HEALTH CARE | Confidence: High (100%) | Match method: exact_normalized | Plan: AUGUSTA HEALTH CARE 403B PLAN | Participants: 3,268 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FERGUSON ENTERPRISES, LLC",EMPOWER RETIREMENT,Empower Retirement,"FERGUSON ENTERPRISES, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: FERGUSON ENTERPRISES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: FERGUSON ENTERPRISES, LLC, 401(K) RETIREMENT SAVINGS PLAN | Participants: 37,513 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
APPLE INC.,GREAT-WEST LIFE AND ANNUITY INSURANCE,Fidelity Investments,APPLE INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: APPLE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: APPLE 401(K) PLAN | Participants: 144,388 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AMERI-FORCE, INC.",TRANSITION FINANCE STRATEGIES,"TRANSITION FINANCE STRATEGIES, LLC","AMERI-FORCE, INC.",High,exact_normalized,"Recordkeeper: TRANSITION FINANCE STRATEGIES, LLC | Matched employer: AMERI-FORCE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AMERI-FORCE, INC. EMPLOYEE STOCK OWNERSHIP PLAN | Participants: 390 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"NOVA SOUTHEASTERN UNIVERSITY, INC.",TIAA,TIAA-TEACHERS INSURANCE ASSOCIATION,"NOVA SOUTHEASTERN UNIVERSITY, INC.",High,exact_normalized,"Recordkeeper: TIAA-TEACHERS INSURANCE ASSOCIATION | Matched employer: NOVA SOUTHEASTERN UNIVERSITY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: NOVA SOUTHEASTERN UNIVERSITY 401(K) PLAN | Participants: 8,068 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,substring
Valero,401K PLANS,AMUNDI ASSET MANAGEMENT US INC.,VALERO ENERGY CORPORATION,High,word_boundary,"Recordkeeper: AMUNDI ASSET MANAGEMENT US INC. | Matched employer: VALERO ENERGY CORPORATION | Confidence: High (96%) | Match method: word_boundary | Plan: VALERO ENERGY CORPORATION THRIFT PLAN | Participants: 10,238 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: AMUNDI ASSET MANAGEMENT US INC.. Large plan with no Schedule C recordkeeper codes 15/64 in DOL data — verify the Notes to Financial Statements (Schedule H attachment) for the named record keeper.",False,mismatch
McDonalds,401K PLANS,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
Haircuttery,401K PLANS,No match found,,none,,No match found for input: Haircuttery,False,our_no_match
Cindy's Hair Pros,401K PLANS,No match found,,none,,No match found for input: Cindy's Hair Pros,False,our_no_match
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,FIDELITY,Fidelity Investments,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,High,spacing_insensitive,"Recordkeeper: Fidelity Investments | Matched employer: BRIGHT HORIZONS CHILDREN'S CENTERS LLC | Confidence: High (93%) | Match method: spacing_insensitive | Plan: BRIGHT HORIZONS 401(K) PLAN | Participants: 21,079 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
"WAWA, INC.",VANGUARD,Vanguard,"WAWA, INC.",High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: WAWA, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WAWA, INC. 401(K) PLAN | Participants: 24,016 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"RACETRAC, INC.",TRANSAMERICA,Transamerica,"RACETRAC, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: RACETRAC, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: RACETRAC, INC. 401(K) PLAN | Participants: 10,159 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PUBLIX SUPER MARKETS, INC.",VOYA INSTITUTIONAL PLAN SERVICES,Voya,"PUBLIX SUPER MARKETS, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: PUBLIX SUPER MARKETS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: PUBLIX SUPER MARKETS, INC. 401(K) SMART PLAN | Participants: 225,961 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
CITIGROUP INC.,ALIGHT SOLUTIONS,Alight Solutions,CITIGROUP INC.,High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: CITIGROUP INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CITI RETIREMENT SAVINGS PLAN | Participants: 126,011 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BEACH OIL COMPANY, LLC",VANGUARD,Vanguard,"BEACH OIL COMPANY, LLC",High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: BEACH OIL COMPANY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: BEACH OIL CO, INC. 401(K) PLAN | Participants: 152 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SODEXO, INC.",VOYA RETIREMENT INSURANCE AND ANNUITY,Voya,"SODEXO, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: SODEXO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SODEXO 401 (K) EMPLOYEES' RETIREMENT SAVINGS PLAN AND TRUST | Participants: 112,218 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"JOHNSON CONTROLS, INC.",FIDELITY,Fidelity Investments,"JOHNSON CONTROLS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: JOHNSON CONTROLS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: JOHNSON CONTROLS RETIREMENT SAVINGS AND INVESTMENT PLAN | Participants: 45,105 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Trump & son electrical,401K PLANS,No match found,,none,,No match found for input: Trump & son electrical,False,our_no_match
"RAISING CANE'S USA, LLC",T. ROWE PRICE,T. Rowe Price,"RAISING CANE'S USA, LLC",High,spacing_insensitive,"Recordkeeper: T. Rowe Price | Matched employer: RAISING CANE'S USA, LLC | Confidence: High (93%) | Match method: spacing_insensitive | Plan: RAISING CANE'S RETIREMENT SAVINGS PLAN | Participants: 21,777 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
"OFFICE DEPOT, LLC",FIDELITY,Fidelity Investments,"OFFICE DEPOT, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: OFFICE DEPOT, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: OFFICE DEPOT RETIREMENT SAVINGS PLAN | Participants: 30,659 | Plan year: 2021 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Bon app�tit,401K PLANS,No match found,,none,,No match found for input: Bon app�tit,False,our_no_match
"GUESS, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"GUESS?, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: GUESS?, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GUESS?, INC. 401(K) PLAN AND TRUST | Participants: 6,422 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"NATIONAL BEEF PACKING COMPANY, LLC",PRINCIPAL LIFE INSURANCE COMPANY,Fidelity Investments,"NATIONAL BEEF PACKING COMPANY, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: NATIONAL BEEF PACKING COMPANY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: NATIONAL BEEF UNION 401(K) PLAN | Participants: 6,213 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"BECTON, DICKINSON AND COMPANY",FIDELITY,Fidelity Investments,"BECTON, DICKINSON AND COMPANY",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: BECTON, DICKINSON AND COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: BD 401(K) PLAN | Participants: 32,123 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
KEYSTONE HR LLC,SLAVIC INTEGRATED ADMINISTRATION,SLAVIC INTEGRATED ADMINISTRATION,KEYSTONE HR LLC,High,exact_normalized,Recordkeeper: SLAVIC INTEGRATED ADMINISTRATION | Matched employer: KEYSTONE HR LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: KEYSTONE HR LLC RETIREMENT SAVINGS PLAN | Participants: 331 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
ARS,FIDELITY,Empower Retirement,"ARS ACQUISITIONS HOLDINGS, LLC",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: ARS ACQUISITIONS HOLDINGS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: ARS EMPLOYEE 401(K) PLAN | Participants: 6,658 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
DOLLAR GENERAL CORPORATION,VOYA INSTITUTIONAL PLAN SERVICES,Voya,DOLLAR GENERAL CORPORATION,High,exact_normalized,"Recordkeeper: Voya | Matched employer: DOLLAR GENERAL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: DOLLAR GENERAL CORP 401(K) SAVINGS AND RETIREMENT PLAN | Participants: 225,308 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BAY HUMAN SERVICES, INC.",PRINCIPAL LIFE INSURANCE COMPANY,ADP,"BAY HUMAN SERVICES, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: BAY HUMAN SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BAY HUMAN SERVICES 403(B) PLAN | Participants: 525 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"DOORDASH, INC.",FIDELITY,Fidelity Investments,"DOORDASH, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: DOORDASH, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DOORDASH 401(K) PLAN | Participants: 10,627 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
HOLIDAY OIL COMPANY,FIDELITY,Fidelity Investments,HOLIDAY OIL COMPANY,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: HOLIDAY OIL COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: HOLIDAY OIL COMPANY 401(K) PROFIT SHARING PLAN | Participants: 555 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
GENUEN LLC,FIDELITY,Fidelity Investments,GENUEN LLC,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: GENUEN LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GENUEN, LLC 401(K) PLAN | Participants: 155 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FLAGGER FORCE, LLC",PENSERV PLAN SERVICES,"PENSERV PLAN SERVICES, INC","FLAGGER FORCE, LLC",High,exact_normalized,"Recordkeeper: PENSERV PLAN SERVICES, INC | Matched employer: FLAGGER FORCE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: FLAGGER FORCE, LLC 401(K) RETIREMENT PLAN | Participants: 2,430 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
ACADEMY SPORTS & OUTDOORS,FIDELITY,Fidelity Investments,ACADEMY SPORTS & OUTDOORS,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ACADEMY SPORTS & OUTDOORS | Confidence: High (100%) | Match method: exact_normalized | Plan: ACADEMY, LTD. 401(K) PROFIT SHARING PLAN | Participants: 23,421 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
TARGET CORPORATION,ALIGHT SOLUTIONS,Alight Solutions,TARGET CORPORATION,High,exact_normalized,Recordkeeper: Alight Solutions | Matched employer: TARGET CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: TARGET CORPORATION 401(K) MASTER TRUST | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
McDonald?s,360 PAYROLL INTEGRATION,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
Jerseys Mike subs,401K PLANS,No match found,,none,,No match found for input: Jerseys Mike subs,False,our_no_match
TRADER JOE'S COMPANY,CAPITAL GROUP RETIREMENT PLAN SERVICES,CAPITAL GROUP RETIREMENT PLAN SVCS.,TRADER JOE'S COMPANY,High,spacing_insensitive,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: TRADER JOE'S COMPANY | Confidence: High (93%) | Match method: spacing_insensitive | Plan: TRADER JOE'S COMPANY RETIREMENT PLAN | Participants: 75,766 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
"ADVENTIST HEALTH SYSTEM/WEST, INC.",FIDELITY,Fidelity Investments,"ADVENTIST HEALTH SYSTEM/WEST, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ADVENTIST HEALTH SYSTEM/WEST, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ADVENTIST HEALTH 401(K) PLAN | Participants: 3,114 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
JACK IN THE BOX INC.,SCHWAB RETIREMENT PLAN SERVICESINC,Charles Schwab,JACK IN THE BOX INC.,High,exact_normalized,"Recordkeeper: Charles Schwab | Matched employer: JACK IN THE BOX INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: JACK IN THE BOX INC. EASYSAVER PLUS PLAN | Participants: 8,529 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"WHOLE FOODS MARKET, INC.",FIDELITY,Fidelity Investments,"WHOLE FOODS MARKET, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WHOLE FOODS MARKET, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WHOLE FOODS MARKET GROWING YOUR FUTURE 401(K) PLAN | Participants: 122,881 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"YUM BRANDS, INC.",VOYA INSTITUTIONAL PLAN SERVICES,Voya,"YUM BRANDS, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: YUM BRANDS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: YUM BRANDS 401K PLAN | Participants: 25,184 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALGREEN CO.,FIDELITY,Fidelity Investments,WALGREEN CO.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WALGREEN CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALGREENS RETIREMENT SAVINGS PLAN | Participants: 272,420 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Cantina,401K PLANS,No match found,,none,,No match found for input: Cantina,False,our_no_match
Morris and bean,401K PLANS,No match found,,none,,No match found for input: Morris and bean,False,our_no_match
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE KROGER CO.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,THE KROGER CO.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: THE KROGER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE KROGER CO. SAVINGS PLAN | Participants: 262,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
J. R. BUTLER INC.,AMERICAN UNITED,AMERICAN UNITED LIFE INSURANCE CO,J. R. BUTLER INC.,High,exact_normalized,Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: J. R. BUTLER INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: J. R. BUTLER INC. 401K PLAN | Participants: 304 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
Comfort suites and Inn,HARTFORD LIFE INSURANCE COMPANY,No match found,,none,,No match found for input: Comfort suites and Inn,False,our_no_match
HPCCA - HAIG POINT,TRANSAMERICA,Empower Retirement,HPCCA - HAIG POINT,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: HPCCA - HAIG POINT | Confidence: High (100%) | Match method: exact_normalized | Plan: HPCCA - HAIG POINT 401(K) PLAN | Participants: 157 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"SADDLEBROOK RESORTS, INC.",ADP,ADP,"SADDLEBROOK RESORTS, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: SADDLEBROOK RESORTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SADDLEBROOK RESORTS, INC. EMPLOYEES SAVINGS TRUST | Participants: 225 | Plan year: 2021 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PEPSICO, INC.",FIDELITY,Fidelity Investments,"PEPSICO, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: PEPSICO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE PEPSICO SAVINGS PLAN | Participants: 174,823 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER,AXA EQUITABLE LIFE INSURANCE,Transamerica,LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER | Confidence: High (100%) | Match method: exact_normalized | Plan: LUTHERAN SENIORLIFE EMPLOYEES' RETIREMENT SAVINGS PLAN | Participants: 1,490 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AMAZON.COM SERVICES, LLC",FIDELITY,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
St. John's Providence Hospital,401K PLANS,No match found,,none,,No match found for input: St. John's Providence Hospital,False,our_no_match
"JR & CO., INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,CAPITAL GROUP RETIREMENT PLAN SVCS.,"JR & CO., INC.",High,exact_normalized,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: JR & CO., INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: JR & CO., INC. EMPLOYEES SAVINGS TRUST | Participants: 237 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"WARNER MEDIA, LLC",FIDELITY,Fidelity Investments,"WARNER MEDIA, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WARNER MEDIA, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WARNERMEDIA 401(K) SAVINGS PLAN | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Delmarva cleaning,401K PLANS,No match found,,none,,No match found for input: Delmarva cleaning,False,our_no_match
"WORKFORCE SOLUTIONS, LLC",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"WORKFORCE SOLUTIONS, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: WORKFORCE SOLUTIONS, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WORKFORCE SOLUTIONS, LLC 401(K) PLAN | Participants: 256 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"RAISING CANE'S USA, LLC",T. ROWE PRICE,T. Rowe Price,"RAISING CANE'S USA, LLC",High,spacing_insensitive,"Recordkeeper: T. Rowe Price | Matched employer: RAISING CANE'S USA, LLC | Confidence: High (93%) | Match method: spacing_insensitive | Plan: RAISING CANE'S RETIREMENT SAVINGS PLAN | Participants: 21,777 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
"FIVE BELOW, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"FIVE BELOW, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: FIVE BELOW, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: FIVE BELOW 401(K) RETIREMENT SAVINGS PLAN | Participants: 15,848 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
